id,data,voto,clube,sexo,idade
77934,2020-09-21,Discorda,SSPCOR,Feminino,54
77935,2020-09-21,Concorda,Palmeiras,Masculino,25
77936,2020-09-21,Discorda,SSPCOR,Masculino,85
77937,2020-09-21,Concorda,Outro,Masculino,80
77938,2020-09-21,Não sabe,Outro,Feminino,26
77939,2020-09-21,Discorda,SSPCOR,Feminino,69
77940,2020-09-21,Não sabe,Outro,Feminino,79
77941,2020-09-21,Concorda,Outro,Feminino,63
77942,2020-09-21,Discorda,SSPCOR,Masculino,54
77943,2020-09-21,Não sabe,Outro,Feminino,48
77944,2020-09-21,Discorda,SSPCOR,Feminino,48
77945,2020-09-21,Concorda,Outro,Masculino,46
77946,2020-09-21,Não sabe,Outro,Feminino,79
77947,2020-09-21,Concorda,Outro,Masculino,71
77948,2020-09-21,Discorda,Outro,Masculino,77
77949,2020-09-21,Discorda,Outro,Feminino,47
77950,2020-09-21,Discorda,SSPCOR,Feminino,83
77951,2020-09-21,Não sabe,Outro,Feminino,72
77952,2020-09-21,Concorda,Palmeiras,Masculino,72
77953,2020-09-21,Concorda,Outro,Feminino,61
77954,2020-09-21,Discorda,SSPCOR,Masculino,23
77955,2020-09-21,Discorda,SSPCOR,Masculino,42
77956,2020-09-22,Discorda,Outro,Masculino,31
77957,2020-09-22,Discorda,Outro,Masculino,22
77958,2020-09-22,Discorda,Outro,Masculino,58
77959,2020-09-22,Concorda,Outro,Feminino,32
77960,2020-09-22,Discorda,Outro,Feminino,21
77961,2020-09-22,Discorda,SSPCOR,Feminino,74
77962,2020-09-22,Discorda,Outro,Masculino,33
77963,2020-09-22,Discorda,Outro,Masculino,20
77964,2020-09-22,Concorda,Outro,Feminino,43
77965,2020-09-22,Concorda,Palmeiras,Feminino,25
77966,2020-09-22,Discorda,SSPCOR,Feminino,39
77967,2020-09-22,Concorda,Palmeiras,Masculino,27
77968,2020-09-22,Concorda,Palmeiras,Masculino,53
77969,2020-09-22,Discorda,SSPCOR,Masculino,75
77970,2020-09-22,Discorda,SSPCOR,Feminino,80
77971,2020-09-22,Discorda,SSPCOR,Feminino,47
77972,2020-09-22,Concorda,Outro,Masculino,37
77973,2020-09-22,Concorda,Palmeiras,Feminino,53
77974,2020-09-22,Discorda,SSPCOR,Masculino,41
77975,2020-09-22,Não sabe,Outro,Feminino,31
77976,2020-09-22,Concorda,Outro,Feminino,46
77977,2020-09-22,Discorda,Outro,Masculino,19
77978,2020-09-22,Concorda,Outro,Feminino,57
77979,2020-09-22,Não sabe,Outro,Feminino,67
77980,2020-09-22,Discorda,SSPCOR,Masculino,38
77981,2020-09-22,Discorda,SSPCOR,Masculino,45
77982,2020-09-22,Concorda,Palmeiras,Masculino,31
77983,2020-09-22,Discorda,Outro,Feminino,32
77984,2020-09-22,Concorda,Outro,Feminino,81
77985,2020-09-22,Concorda,Outro,Masculino,65
77986,2020-09-22,Não sabe,Outro,Masculino,23
77987,2020-09-23,Concorda,Outro,Masculino,56
77988,2020-09-23,Concorda,Palmeiras,Feminino,20
77989,2020-09-23,Concorda,Palmeiras,Feminino,40
77990,2020-09-23,Concorda,Palmeiras,Feminino,64
77991,2020-09-23,Concorda,Palmeiras,Masculino,59
77992,2020-09-23,Discorda,SSPCOR,Feminino,22
77993,2020-09-23,Concorda,Palmeiras,Masculino,83
77994,2020-09-23,Não sabe,Outro,Feminino,54
77995,2020-09-23,Discorda,Outro,Masculino,61
77996,2020-09-23,Discorda,SSPCOR,Feminino,48
77997,2020-09-23,Discorda,SSPCOR,Feminino,60
77998,2020-09-23,Discorda,SSPCOR,Feminino,76
77999,2020-09-23,Concorda,Palmeiras,Feminino,83
78000,2020-09-23,Discorda,SSPCOR,Masculino,30
78001,2020-09-23,Concorda,Palmeiras,Feminino,84
78002,2020-09-23,Não sabe,Outro,Feminino,38
78003,2020-09-23,Discorda,Outro,Masculino,25
78004,2020-09-23,Concorda,Outro,Feminino,17
78005,2020-09-23,Não sabe,Outro,Feminino,59
78006,2020-09-23,Discorda,SSPCOR,Masculino,20
78007,2020-09-23,Discorda,Outro,Feminino,63
78008,2020-09-23,Discorda,SSPCOR,Masculino,56
78009,2020-09-23,Concorda,Palmeiras,Feminino,78
78010,2020-09-23,Discorda,SSPCOR,Masculino,51
78011,2020-09-23,Concorda,Outro,Masculino,67
78012,2020-09-23,Discorda,Outro,Masculino,25
78013,2020-09-23,Não sabe,Outro,Feminino,35
78014,2020-09-23,Concorda,Outro,Masculino,49
78015,2020-09-23,Discorda,Outro,Masculino,70
78016,2020-09-23,Não sabe,Outro,Feminino,16
78017,2020-09-23,Discorda,SSPCOR,Masculino,48
78018,2020-09-24,Discorda,SSPCOR,Masculino,74
78019,2020-09-24,Discorda,SSPCOR,Masculino,19
78020,2020-09-24,Não sabe,Outro,Feminino,81
78021,2020-09-24,Concorda,Palmeiras,Feminino,62
78022,2020-09-24,Concorda,Outro,Masculino,67
78023,2020-09-24,Concorda,Outro,Masculino,83
78024,2020-09-24,Discorda,SSPCOR,Masculino,19
78025,2020-09-24,Não sabe,Outro,Feminino,67
78026,2020-09-24,Discorda,SSPCOR,Masculino,32
78027,2020-09-24,Não sabe,Outro,Feminino,61
78028,2020-09-24,Discorda,SSPCOR,Masculino,69
78029,2020-09-24,Não sabe,Outro,Feminino,30
78030,2020-09-24,Concorda,Outro,Masculino,75
78031,2020-09-24,Não sabe,Outro,Feminino,29
78032,2020-09-24,Discorda,SSPCOR,Masculino,27
78033,2020-09-24,Concorda,Palmeiras,Masculino,24
78034,2020-09-24,Concorda,Palmeiras,Feminino,27
78035,2020-09-24,Concorda,Palmeiras,Feminino,30
78036,2020-09-24,Discorda,SSPCOR,Masculino,43
78037,2020-09-24,Discorda,SSPCOR,Masculino,40
78038,2020-09-24,Concorda,Palmeiras,Feminino,52
78039,2020-09-24,Discorda,SSPCOR,Masculino,78
78040,2020-09-24,Não sabe,Outro,Feminino,38
78041,2020-09-24,Concorda,Outro,Masculino,50
78042,2020-09-24,Discorda,SSPCOR,Masculino,69
78043,2020-09-24,Discorda,SSPCOR,Feminino,16
78044,2020-09-24,Concorda,Palmeiras,Masculino,67
78045,2020-09-24,Discorda,SSPCOR,Feminino,39
78046,2020-09-24,Não sabe,Outro,Feminino,30
78047,2020-09-24,Discorda,SSPCOR,Feminino,73
78048,2020-09-24,Concorda,Palmeiras,Masculino,24
78049,2020-09-24,Concorda,Palmeiras,Masculino,24
78050,2020-09-24,Não sabe,Outro,Feminino,44
78051,2020-09-24,Discorda,Outro,Masculino,59
78052,2020-09-24,Não sabe,Outro,Feminino,20
78053,2020-09-24,Concorda,Palmeiras,Feminino,41
78054,2020-09-24,Concorda,Palmeiras,Masculino,50
78055,2020-09-24,Concorda,Palmeiras,Feminino,68
78056,2020-09-24,Concorda,Palmeiras,Masculino,72
78057,2020-09-24,Concorda,Palmeiras,Feminino,61
78058,2020-09-24,Discorda,SSPCOR,Masculino,85
78059,2020-09-24,Discorda,Outro,Masculino,16
78060,2020-09-24,Concorda,Palmeiras,Masculino,16
78061,2020-09-24,Discorda,SSPCOR,Masculino,25
78062,2020-09-24,Concorda,Palmeiras,Masculino,81
78063,2020-09-24,Discorda,SSPCOR,Masculino,81
78064,2020-09-24,Discorda,Outro,Masculino,62
78065,2020-09-24,Discorda,SSPCOR,Masculino,75
78066,2020-09-24,Não sabe,Outro,Feminino,70
78067,2020-09-24,Concorda,Palmeiras,Masculino,57
78068,2020-09-24,Concorda,Palmeiras,Masculino,84
78069,2020-09-25,Discorda,SSPCOR,Masculino,74
78070,2020-09-25,Concorda,Outro,Masculino,46
78071,2020-09-25,Não sabe,Outro,Feminino,69
78072,2020-09-25,Concorda,Outro,Masculino,47
78073,2020-09-25,Concorda,Palmeiras,Feminino,33
78074,2020-09-25,Discorda,SSPCOR,Feminino,28
78075,2020-09-25,Concorda,Palmeiras,Feminino,59
78076,2020-09-25,Discorda,SSPCOR,Feminino,31
78077,2020-09-25,Concorda,Outro,Feminino,67
78078,2020-09-25,Não sabe,Outro,Feminino,20
78079,2020-09-25,Discorda,Outro,Masculino,32
78080,2020-09-25,Discorda,SSPCOR,Feminino,36
78081,2020-09-25,Concorda,Palmeiras,Feminino,70
78082,2020-09-25,Concorda,Palmeiras,Masculino,35
78083,2020-09-25,Concorda,Outro,Masculino,76
78084,2020-09-25,Não sabe,Outro,Feminino,35
78085,2020-09-25,Concorda,Outro,Feminino,53
78086,2020-09-25,Não sabe,Outro,Feminino,29
78087,2020-09-25,Concorda,Palmeiras,Masculino,78
78088,2020-09-25,Concorda,Palmeiras,Masculino,76
78089,2020-09-25,Discorda,Outro,Masculino,27
78090,2020-09-25,Concorda,Outro,Feminino,76
78091,2020-09-25,Concorda,Outro,Masculino,83
78092,2020-09-25,Não sabe,Outro,Feminino,33
78093,2020-09-25,Concorda,Palmeiras,Feminino,34
78094,2020-09-25,Discorda,SSPCOR,Feminino,59
78095,2020-09-25,Concorda,Palmeiras,Masculino,67
78096,2020-09-25,Concorda,Palmeiras,Feminino,85
78097,2020-09-25,Concorda,Palmeiras,Masculino,64
78098,2020-09-25,Discorda,Outro,Masculino,18
78099,2020-09-25,Concorda,Palmeiras,Masculino,57
78100,2020-09-25,Concorda,Palmeiras,Masculino,79
78101,2020-09-25,Discorda,Outro,Masculino,20
78102,2020-09-25,Concorda,Palmeiras,Masculino,73
78103,2020-09-25,Discorda,SSPCOR,Feminino,66
78104,2020-09-25,Discorda,SSPCOR,Masculino,40
78105,2020-09-25,Discorda,SSPCOR,Masculino,68
78106,2020-09-25,Concorda,Outro,Feminino,40
78107,2020-09-25,Concorda,Outro,Masculino,76
78108,2020-09-25,Não sabe,Outro,Feminino,70
78109,2020-09-25,Concorda,Outro,Masculino,37
78110,2020-09-25,Discorda,SSPCOR,Feminino,74
78111,2020-09-25,Concorda,Palmeiras,Feminino,18
78112,2020-09-25,Discorda,SSPCOR,Feminino,41
78113,2020-09-25,Discorda,SSPCOR,Masculino,49
78114,2020-09-25,Concorda,Outro,Masculino,81
78115,2020-09-25,Concorda,Palmeiras,Feminino,56
78116,2020-09-25,Discorda,SSPCOR,Feminino,52
78117,2020-09-25,Discorda,SSPCOR,Masculino,33
78118,2020-09-25,Discorda,SSPCOR,Masculino,45
78119,2020-09-25,Concorda,Palmeiras,Feminino,66
78120,2020-09-26,Discorda,SSPCOR,Masculino,23
78121,2020-09-26,Discorda,Outro,Masculino,74
78122,2020-09-26,Não sabe,Outro,Feminino,25
78123,2020-09-26,Discorda,Outro,Masculino,38
78124,2020-09-26,Discorda,SSPCOR,Masculino,18
78125,2020-09-26,Concorda,Palmeiras,Feminino,29
78126,2020-09-26,Não sabe,Outro,Feminino,65
78127,2020-09-26,Discorda,SSPCOR,Feminino,47
78128,2020-09-26,Concorda,Outro,Masculino,67
78129,2020-09-26,Concorda,Outro,Feminino,76
78130,2020-09-26,Discorda,Outro,Masculino,24
78131,2020-09-26,Concorda,Outro,Feminino,57
78132,2020-09-26,Discorda,Outro,Masculino,68
78133,2020-09-26,Discorda,SSPCOR,Masculino,70
78134,2020-09-26,Discorda,SSPCOR,Feminino,68
78135,2020-09-26,Concorda,Palmeiras,Masculino,75
78136,2020-09-26,Concorda,Palmeiras,Feminino,52
78137,2020-09-26,Discorda,SSPCOR,Feminino,56
78138,2020-09-26,Concorda,Palmeiras,Feminino,61
78139,2020-09-26,Discorda,SSPCOR,Feminino,73
78140,2020-09-26,Discorda,SSPCOR,Feminino,52
78141,2020-09-26,Concorda,Palmeiras,Feminino,85
78142,2020-09-26,Não sabe,Outro,Feminino,46
78143,2020-09-26,Discorda,SSPCOR,Masculino,43
78144,2020-09-26,Discorda,Outro,Feminino,39
78145,2020-09-26,Concorda,Outro,Masculino,36
78146,2020-09-26,Não sabe,Outro,Feminino,46
78147,2020-09-26,Concorda,Palmeiras,Masculino,32
78148,2020-09-26,Concorda,Palmeiras,Masculino,50
78149,2020-09-26,Discorda,SSPCOR,Masculino,74
78150,2020-09-26,Concorda,Palmeiras,Masculino,83
78151,2020-09-26,Concorda,Palmeiras,Feminino,57
78152,2020-09-26,Não sabe,Outro,Feminino,43
78153,2020-09-26,Discorda,Outro,Masculino,25
78154,2020-09-26,Discorda,SSPCOR,Masculino,54
78155,2020-09-26,Concorda,Outro,Feminino,18
78156,2020-09-26,Discorda,Outro,Masculino,18
78157,2020-09-26,Discorda,SSPCOR,Masculino,84
78158,2020-09-26,Concorda,Palmeiras,Feminino,82
78159,2020-09-26,Concorda,Palmeiras,Masculino,21
78160,2020-09-26,Discorda,SSPCOR,Feminino,67
78161,2020-09-26,Discorda,SSPCOR,Feminino,73
78162,2020-09-26,Discorda,SSPCOR,Feminino,68
78163,2020-09-26,Concorda,Palmeiras,Masculino,37
78164,2020-09-26,Concorda,Outro,Masculino,51
78165,2020-09-26,Não sabe,Outro,Feminino,45
78166,2020-09-26,Concorda,Palmeiras,Masculino,62
78167,2020-09-26,Discorda,SSPCOR,Masculino,51
78168,2020-09-26,Discorda,SSPCOR,Feminino,79
78169,2020-09-26,Não sabe,Outro,Feminino,61
78170,2020-09-26,Concorda,Palmeiras,Masculino,79
78171,2020-09-27,Discorda,SSPCOR,Feminino,84
78172,2020-09-27,Concorda,Outro,Masculino,82
78173,2020-09-27,Discorda,SSPCOR,Feminino,66
78174,2020-09-27,Discorda,SSPCOR,Masculino,55
78175,2020-09-27,Concorda,Palmeiras,Feminino,83
78176,2020-09-27,Concorda,Palmeiras,Feminino,41
78177,2020-09-27,Discorda,Outro,Masculino,49
78178,2020-09-27,Discorda,SSPCOR,Masculino,20
78179,2020-09-27,Discorda,SSPCOR,Masculino,17
78180,2020-09-27,Discorda,SSPCOR,Masculino,26
78181,2020-09-27,Concorda,Outro,Feminino,66
78182,2020-09-27,Concorda,Outro,Masculino,47
78183,2020-09-27,Discorda,SSPCOR,Masculino,37
78184,2020-09-27,Concorda,Outro,Masculino,76
78185,2020-09-27,Discorda,SSPCOR,Feminino,53
78186,2020-09-27,Discorda,SSPCOR,Feminino,51
78187,2020-09-27,Discorda,SSPCOR,Feminino,83
78188,2020-09-27,Concorda,Palmeiras,Feminino,34
78189,2020-09-27,Discorda,Outro,Masculino,29
78190,2020-09-27,Discorda,SSPCOR,Feminino,54
78191,2020-09-27,Concorda,Palmeiras,Masculino,16
78192,2020-09-27,Concorda,Outro,Feminino,60
78193,2020-09-27,Discorda,SSPCOR,Feminino,85
78194,2020-09-27,Concorda,Palmeiras,Feminino,79
78195,2020-09-27,Discorda,SSPCOR,Feminino,71
78196,2020-09-27,Concorda,Palmeiras,Feminino,42
78197,2020-09-27,Discorda,Outro,Masculino,28
78198,2020-09-27,Concorda,Outro,Masculino,61
78199,2020-09-27,Discorda,SSPCOR,Masculino,62
78200,2020-09-27,Discorda,SSPCOR,Feminino,54
78201,2020-09-27,Discorda,SSPCOR,Masculino,23
78202,2020-09-28,Concorda,Outro,Masculino,36
78203,2020-09-28,Discorda,SSPCOR,Feminino,48
78204,2020-09-28,Concorda,Palmeiras,Masculino,34
78205,2020-09-28,Não sabe,Outro,Feminino,35
78206,2020-09-28,Concorda,Palmeiras,Feminino,59
78207,2020-09-28,Discorda,SSPCOR,Feminino,52
78208,2020-09-28,Discorda,SSPCOR,Feminino,71
78209,2020-09-28,Discorda,Outro,Masculino,23
78210,2020-09-28,Concorda,Palmeiras,Masculino,41
78211,2020-09-28,Discorda,SSPCOR,Masculino,42
78212,2020-09-28,Concorda,Outro,Masculino,56
78213,2020-09-28,Discorda,Outro,Masculino,23
78214,2020-09-28,Não sabe,Outro,Feminino,44
78215,2020-09-28,Não sabe,Outro,Feminino,66
78216,2020-09-28,Discorda,SSPCOR,Feminino,39
78217,2020-09-28,Discorda,SSPCOR,Feminino,71
78218,2020-09-28,Discorda,SSPCOR,Masculino,56
78219,2020-09-28,Concorda,Outro,Masculino,64
78220,2020-09-28,Concorda,Outro,Feminino,26
78221,2020-09-28,Discorda,SSPCOR,Feminino,72
78222,2020-09-28,Discorda,Outro,Feminino,22
78223,2020-09-28,Concorda,Palmeiras,Feminino,65
78224,2020-09-28,Discorda,SSPCOR,Feminino,40
78225,2020-09-28,Não sabe,Outro,Feminino,45
78226,2020-09-28,Concorda,Palmeiras,Feminino,28
78227,2020-09-28,Concorda,Palmeiras,Masculino,23
78228,2020-09-28,Discorda,SSPCOR,Feminino,65
78229,2020-09-28,Não sabe,Outro,Feminino,82
78230,2020-09-28,Discorda,SSPCOR,Masculino,76
78231,2020-09-28,Concorda,Palmeiras,Masculino,26
78232,2020-09-28,Concorda,Palmeiras,Feminino,26
78233,2020-09-28,Discorda,Outro,Masculino,69
78234,2020-09-28,Discorda,SSPCOR,Feminino,36
78235,2020-09-28,Concorda,Outro,Masculino,74
78236,2020-09-28,Discorda,Outro,Feminino,72
78237,2020-09-28,Concorda,Palmeiras,Masculino,29
78238,2020-09-28,Discorda,Outro,Masculino,83
78239,2020-09-28,Concorda,Outro,Masculino,66
78240,2020-09-28,Concorda,Palmeiras,Masculino,85
78241,2020-09-28,Discorda,SSPCOR,Feminino,62
78242,2020-09-28,Concorda,Palmeiras,Masculino,45
78243,2020-09-28,Concorda,Palmeiras,Feminino,37
78244,2020-09-28,Discorda,Outro,Masculino,31
78245,2020-09-28,Concorda,Palmeiras,Feminino,57
78246,2020-09-28,Concorda,Outro,Feminino,75
78247,2020-09-28,Discorda,SSPCOR,Masculino,62
78248,2020-09-28,Discorda,Outro,Feminino,56
78249,2020-09-28,Discorda,SSPCOR,Feminino,25
78250,2020-09-28,Discorda,Outro,Feminino,77
78251,2020-09-28,Discorda,Palmeiras,Masculino,17
78252,2020-09-28,Discorda,Outro,Feminino,39
78253,2020-09-28,Não sabe,Outro,Feminino,39
78254,2020-09-28,Discorda,SSPCOR,Feminino,39
78255,2020-09-28,Concorda,Palmeiras,Feminino,71
78256,2020-09-28,Discorda,Outro,Masculino,49
78257,2020-09-28,Concorda,Palmeiras,Feminino,21
78258,2020-09-29,Concorda,Outro,Masculino,50
78259,2020-09-29,Discorda,Outro,Masculino,40
78260,2020-09-29,Concorda,Outro,Masculino,55
78261,2020-09-29,Concorda,Outro,Masculino,46
78262,2020-09-29,Discorda,Outro,Feminino,74
78263,2020-09-29,Discorda,Outro,Masculino,59
78264,2020-09-29,Concorda,Outro,Masculino,60
78265,2020-09-29,Concorda,Outro,Masculino,50
78266,2020-09-29,Discorda,Outro,Feminino,81
78267,2020-09-29,Não sabe,Outro,Feminino,33
78268,2020-09-29,Concorda,Palmeiras,Masculino,32
78269,2020-09-29,Concorda,Palmeiras,Masculino,40
78270,2020-09-29,Discorda,SSPCOR,Masculino,65
78271,2020-09-29,Concorda,Palmeiras,Masculino,36
78272,2020-09-29,Concorda,Outro,Feminino,62
78273,2020-09-29,Não sabe,Outro,Feminino,56
78274,2020-09-29,Concorda,Outro,Masculino,34
78275,2020-09-29,Discorda,Outro,Masculino,35
78276,2020-09-29,Discorda,SSPCOR,Masculino,79
78277,2020-09-29,Concorda,Outro,Feminino,33
78278,2020-09-29,Concorda,Palmeiras,Masculino,63
78279,2020-09-29,Discorda,SSPCOR,Feminino,64
78280,2020-09-29,Discorda,SSPCOR,Feminino,76
78281,2020-09-29,Discorda,SSPCOR,Masculino,44
78282,2020-09-29,Concorda,Palmeiras,Feminino,50
78283,2020-09-29,Não sabe,Outro,Feminino,16
78284,2020-09-29,Concorda,Palmeiras,Masculino,49
78285,2020-09-29,Concorda,Palmeiras,Feminino,61
78286,2020-09-29,Discorda,SSPCOR,Masculino,43
78287,2020-09-29,Discorda,SSPCOR,Masculino,26
78288,2020-09-29,Discorda,SSPCOR,Masculino,40
78289,2020-09-29,Não sabe,Outro,Feminino,29
78290,2020-09-29,Concorda,Palmeiras,Feminino,20
78291,2020-09-29,Não sabe,Outro,Feminino,35
78292,2020-09-29,Discorda,SSPCOR,Feminino,39
78293,2020-09-29,Concorda,Outro,Masculino,38
78294,2020-09-29,Discorda,SSPCOR,Feminino,43
78295,2020-09-29,Concorda,Palmeiras,Masculino,73
78296,2020-09-29,Discorda,SSPCOR,Feminino,76
78297,2020-09-29,Concorda,Outro,Masculino,33
78298,2020-09-29,Concorda,Palmeiras,Masculino,82
78299,2020-09-29,Concorda,Outro,Masculino,67
78300,2020-09-29,Concorda,Palmeiras,Masculino,45
78301,2020-09-29,Concorda,Palmeiras,Feminino,78
78302,2020-09-29,Discorda,Outro,Masculino,17
78303,2020-09-29,Não sabe,Outro,Feminino,81
78304,2020-09-29,Discorda,SSPCOR,Feminino,53
78305,2020-09-29,Discorda,SSPCOR,Feminino,58
78306,2020-09-29,Discorda,Outro,Masculino,51
78307,2020-09-29,Discorda,SSPCOR,Masculino,45
78308,2020-09-29,Concorda,Outro,Masculino,22
78309,2020-09-29,Não sabe,Outro,Feminino,20
78310,2020-09-29,Concorda,Palmeiras,Masculino,20
78311,2020-09-29,Discorda,Outro,Masculino,37
78312,2020-09-29,Concorda,Outro,Feminino,24
78313,2020-09-29,Discorda,SSPCOR,Feminino,34
78314,2020-09-30,Não sabe,Outro,Feminino,58
78315,2020-09-30,Discorda,Outro,Feminino,76
78316,2020-09-30,Concorda,Palmeiras,Feminino,27
78317,2020-09-30,Discorda,Outro,Masculino,29
78318,2020-09-30,Discorda,Outro,Feminino,76
78319,2020-09-30,Discorda,SSPCOR,Feminino,79
78320,2020-09-30,Discorda,SSPCOR,Masculino,71
78321,2020-09-30,Concorda,Palmeiras,Feminino,53
78322,2020-09-30,Discorda,SSPCOR,Masculino,22
78323,2020-09-30,Concorda,Palmeiras,Feminino,85
78324,2020-09-30,Discorda,SSPCOR,Feminino,76
78325,2020-09-30,Não sabe,Outro,Feminino,26
78326,2020-09-30,Não sabe,Outro,Feminino,60
78327,2020-09-30,Discorda,SSPCOR,Feminino,46
78328,2020-09-30,Discorda,SSPCOR,Masculino,79
78329,2020-09-30,Discorda,SSPCOR,Masculino,37
78330,2020-09-30,Discorda,SSPCOR,Feminino,72
78331,2020-09-30,Discorda,SSPCOR,Masculino,70
78332,2020-09-30,Não sabe,Outro,Feminino,56
78333,2020-09-30,Concorda,Outro,Feminino,29
78334,2020-09-30,Discorda,SSPCOR,Masculino,69
78335,2020-09-30,Concorda,Palmeiras,Feminino,74
78336,2020-09-30,Não sabe,Outro,Feminino,75
78337,2020-09-30,Concorda,Outro,Feminino,27
78338,2020-09-30,Concorda,Outro,Feminino,34
78339,2020-09-30,Concorda,Outro,Feminino,62
78340,2020-09-30,Concorda,Outro,Masculino,83
78341,2020-09-30,Discorda,Outro,Masculino,17
78342,2020-09-30,Não sabe,Outro,Feminino,24
78343,2020-09-30,Discorda,Outro,Masculino,49
78344,2020-09-30,Concorda,Palmeiras,Masculino,25
78345,2020-10-01,Concorda,Palmeiras,Feminino,32
78346,2020-10-01,Concorda,Palmeiras,Feminino,58
78347,2020-10-01,Concorda,Palmeiras,Feminino,81
78348,2020-10-01,Discorda,Outro,Masculino,33
78349,2020-10-01,Não sabe,Outro,Feminino,49
78350,2020-10-01,Discorda,SSPCOR,Masculino,34
78351,2020-10-01,Discorda,SSPCOR,Masculino,48
78352,2020-10-01,Concorda,Outro,Masculino,31
78353,2020-10-01,Concorda,Outro,Feminino,75
78354,2020-10-01,Discorda,Outro,Feminino,64
78355,2020-10-01,Concorda,Outro,Masculino,47
78356,2020-10-01,Concorda,Palmeiras,Masculino,32
78357,2020-10-01,Discorda,SSPCOR,Masculino,48
78358,2020-10-01,Concorda,Palmeiras,Masculino,59
78359,2020-10-01,Discorda,Outro,Masculino,36
78360,2020-10-01,Não sabe,Outro,Feminino,79
78361,2020-10-01,Não sabe,Outro,Feminino,83
78362,2020-10-01,Não sabe,Outro,Feminino,19
78363,2020-10-01,Não sabe,Outro,Feminino,49
78364,2020-10-01,Concorda,Outro,Masculino,42
78365,2020-10-01,Concorda,Outro,Masculino,72
78366,2020-10-01,Concorda,Palmeiras,Feminino,19
78367,2020-10-01,Não sabe,Outro,Feminino,36
78368,2020-10-01,Concorda,Outro,Feminino,85
78369,2020-10-01,Discorda,SSPCOR,Masculino,54
78370,2020-10-01,Concorda,Palmeiras,Feminino,78
78371,2020-10-01,Discorda,Outro,Masculino,18
78372,2020-10-01,Concorda,Palmeiras,Feminino,29
78373,2020-10-01,Concorda,Outro,Feminino,80
78374,2020-10-01,Concorda,Palmeiras,Masculino,55
78375,2020-10-01,Não sabe,Outro,Feminino,52
78376,2020-10-02,Concorda,Outro,Feminino,81
78377,2020-10-02,Concorda,Palmeiras,Masculino,68
78378,2020-10-02,Não sabe,Outro,Feminino,60
78379,2020-10-02,Concorda,Outro,Masculino,66
78380,2020-10-02,Concorda,Palmeiras,Masculino,18
78381,2020-10-02,Concorda,Outro,Masculino,46
78382,2020-10-02,Discorda,SSPCOR,Masculino,37
78383,2020-10-02,Discorda,Outro,Masculino,59
78384,2020-10-02,Concorda,Palmeiras,Feminino,83
78385,2020-10-02,Não sabe,Outro,Feminino,54
78386,2020-10-02,Concorda,Palmeiras,Masculino,42
78387,2020-10-02,Não sabe,Outro,Feminino,42
78388,2020-10-02,Concorda,Outro,Masculino,54
78389,2020-10-02,Concorda,Palmeiras,Masculino,33
78390,2020-10-02,Não sabe,Outro,Feminino,40
78391,2020-10-02,Concorda,Outro,Masculino,41
78392,2020-10-02,Discorda,Outro,Masculino,26
78393,2020-10-02,Discorda,Outro,Feminino,37
78394,2020-10-02,Concorda,Palmeiras,Feminino,72
78395,2020-10-02,Concorda,Outro,Masculino,41
78396,2020-10-02,Concorda,Palmeiras,Feminino,63
78397,2020-10-02,Concorda,Palmeiras,Feminino,45
78398,2020-10-02,Concorda,Outro,Masculino,57
78399,2020-10-02,Não sabe,Outro,Feminino,34
78400,2020-10-02,Discorda,SSPCOR,Feminino,23
78401,2020-10-02,Discorda,SSPCOR,Feminino,42
78402,2020-10-02,Não sabe,Outro,Feminino,45
78403,2020-10-02,Não sabe,Outro,Feminino,18
78404,2020-10-02,Concorda,Outro,Masculino,43
78405,2020-10-02,Não sabe,Outro,Feminino,67
78406,2020-10-02,Concorda,Outro,Masculino,85
78407,2020-10-03,Concorda,Outro,Feminino,49
78408,2020-10-03,Discorda,SSPCOR,Feminino,81
78409,2020-10-03,Discorda,Outro,Masculino,20
78410,2020-10-03,Concorda,Outro,Masculino,35
78411,2020-10-03,Não sabe,Outro,Feminino,55
78412,2020-10-03,Concorda,Outro,Feminino,84
78413,2020-10-03,Concorda,Outro,Masculino,57
78414,2020-10-03,Discorda,SSPCOR,Masculino,74
78415,2020-10-03,Não sabe,Outro,Feminino,66
78416,2020-10-03,Discorda,SSPCOR,Masculino,83
78417,2020-10-03,Discorda,SSPCOR,Feminino,70
78418,2020-10-03,Discorda,Outro,Feminino,19
78419,2020-10-03,Discorda,SSPCOR,Feminino,73
78420,2020-10-03,Discorda,SSPCOR,Feminino,49
78421,2020-10-03,Discorda,SSPCOR,Masculino,76
78422,2020-10-03,Discorda,SSPCOR,Feminino,24
78423,2020-10-03,Discorda,SSPCOR,Feminino,62
78424,2020-10-03,Discorda,Outro,Masculino,45
78425,2020-10-03,Não sabe,Outro,Feminino,77
78426,2020-10-03,Não sabe,Outro,Feminino,80
78427,2020-10-03,Discorda,SSPCOR,Masculino,67
78428,2020-10-03,Discorda,Outro,Masculino,75
78429,2020-10-03,Discorda,SSPCOR,Masculino,44
78430,2020-10-03,Discorda,Outro,Masculino,47
78431,2020-10-03,Concorda,Outro,Feminino,47
78432,2020-10-03,Discorda,SSPCOR,Feminino,78
78433,2020-10-03,Discorda,SSPCOR,Feminino,43
78434,2020-10-03,Não sabe,Outro,Feminino,36
78435,2020-10-03,Concorda,Outro,Masculino,74
78436,2020-10-03,Discorda,SSPCOR,Masculino,40
